source_kind,source_name,source_url,source_tab,family,model_name,run_tag,task,language,variant,setting,score,metric,raw_value,status,date_updated,config,finetune_job_id,eval_job_id,eval_output_dir,summary_path,checkpoint_path,comparisons,notes
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Eng,general_instruction,,,,- 0.016 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Sot,base,0-shot,0.012,,0-shot: 0.012,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Sot,base,1-shot,0.008,,1-shot: 0.008,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Sot,base,3-shot,0.012,,3-shot: 0.012,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Sot,general_instruction,,,,- 0.016 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Xho,base,0-shot,0.016,,0-shot: 0.016,baseline_result,15 Aug,,,,,,,,"- 3 epochs
- apply chat template false"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Xho,base,1-shot,0.012,,1-shot: 0.012,baseline_result,15 Aug,,,,,,,,"- 3 epochs
- apply chat template false"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Xho,base,3-shot,0.008,,3-shot: 0.008,baseline_result,15 Aug,,,,,,,,"- 3 epochs
- apply chat template false"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Xho,general_instruction,,,,- 0.024 F1,baseline_note,15 Aug,,,,,,,,"- 3 epochs
- apply chat template false"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Zul,base,0-shot,0.024,,0-shot: 0.024,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Zul,base,1-shot,0.012,,1-shot: 0.012,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Zul,base,3-shot,0.004,,3-shot: 0.004,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimgsm,Zul,general_instruction,,,,- 0.008 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Eng,base,0-shot,0.254,,0-shot: 0.254,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Eng,general_instruction,,,,- 0.234 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Sot,base,0-shot,0.237,,0-shot: 0.237,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Sot,general_instruction,,,,- 0.251 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Xho,base,0-shot,0.227,,0-shot: 0.227,baseline_result,23 Aug,,,,,,,- inkubalm-0.4: 27.4,"- 3 epochs
- apply chat template false"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Xho,general_instruction,,,,- 0.230 F1,baseline_note,23 Aug,,,,,,,- inkubalm-0.4: 27.4,"- 3 epochs
- apply chat template false"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Zul,base,0-shot,0.247,,0-shot: 0.247,baseline_result,23 Aug,,,,,,,- inkubalm-0.4: 24.2,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrimmlu,Zul,general_instruction,,,,- 0.242 F1,baseline_note,23 Aug,,,,,,,- inkubalm-0.4: 24.2,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Eng,base,0-shot,0.273,,0-shot: 0.273,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Eng,general_instruction,,,,- 0.269 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Sot,base,0-shot,0.323,,0-shot: 0.323,baseline_result,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Sot,general_instruction,,,,- 0.318 F1,baseline_note,23 Aug,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Xho,base,0-shot,0.323,,0-shot: 0.323,baseline_result,17 Aug,,,,,,,"https://arxiv.org/pdf/2408.17024v1
https://arxiv.org/pdf/2311.07978
- inkubalm-0.4: 32.8","- 3 epochs
- apply chat template false
- inkuba lm was prompted in african languages"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Xho,general_instruction,,,,- 0.334 F1,baseline_note,17 Aug,,,,,,,"https://arxiv.org/pdf/2408.17024v1
https://arxiv.org/pdf/2311.07978
- inkubalm-0.4: 32.8","- 3 epochs
- apply chat template false
- inkuba lm was prompted in african languages"
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Zul,base,0-shot,0.320,,0-shot: 0.320,baseline_result,23 Aug,,,,,,,- inkubalm-0.4: 33.1,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Afrixnli,Zul,general_instruction,,,,- 0.336 F1,baseline_note,23 Aug,,,,,,,- inkubalm-0.4: 33.1,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Afr,base,0-shot,0.273,Acc Norm,0-shot: 0.273 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Afr,base,1-shot,0.276,Acc Norm,1-shot: 0.276 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Afr,base,3-shot,0.274,Acc Norm,3-shot: 0.274 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Afr,general_instruction,,,,- 0.311 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Eng,base,0-shot,0.273,Acc Norm,0-shot: 0.273 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Eng,base,1-shot,0.274,Acc Norm,1-shot: 0.274 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Eng,base,3-shot,0.276,Acc Norm,3-shot: 0.276 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Eng,general_instruction,,,,- 0.296 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Sot,base,0-shot,0.271,Acc Norm,0-shot: 0.271 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Sot,base,1-shot,0.274,Acc Norm,1-shot: 0.274 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Sot,base,3-shot,0.273,Acc Norm,3-shot: 0.273 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Sot,general_instruction,,,,- 0.220 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Ssw,base,0-shot,0.278,Acc Norm,0-shot: 0.278 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Ssw,base,1-shot,0.297,Acc Norm,1-shot: 0.297 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Ssw,base,3-shot,0.288,Acc Norm,3-shot: 0.288 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Ssw,general_instruction,,,,- 0.236 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Tsn,base,0-shot,0.283,Acc Norm,0-shot: 0.283 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Tsn,base,1-shot,0.308,Acc Norm,1-shot: 0.308 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Tsn,base,3-shot,0.29,Acc Norm,3-shot: 0.29 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Tsn,general_instruction,,,,- 0.219 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Xho,base,0-shot,0.278,Acc Norm,0-shot: 0.278 Acc Norm,baseline_result,5 Oct,,,,,,,"https://arxiv.org/pdf/2308.16884
- llama 2 chat 70B: 0.2-0.8
- random chance: 0.2-0.25",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Xho,base,1-shot,0.294,Acc Norm,1-shot: 0.294 Acc Norm,baseline_result,5 Oct,,,,,,,"https://arxiv.org/pdf/2308.16884
- llama 2 chat 70B: 0.2-0.8
- random chance: 0.2-0.25",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Xho,base,3-shot,0.288,Acc Norm,3-shot: 0.288 Acc Norm,baseline_result,5 Oct,,,,,,,"https://arxiv.org/pdf/2308.16884
- llama 2 chat 70B: 0.2-0.8
- random chance: 0.2-0.25",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Xho,general_instruction,,,,- 0.219 F1,baseline_note,5 Oct,,,,,,,"https://arxiv.org/pdf/2308.16884
- llama 2 chat 70B: 0.2-0.8
- random chance: 0.2-0.25",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Zul,base,0-shot,0.280,Acc Norm,0-shot: 0.280 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Zul,base,1-shot,0.282,Acc Norm,1-shot: 0.282 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Zul,base,3-shot,0.282,Acc Norm,3-shot: 0.282 Acc Norm,baseline_result,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Belebele,Zul,general_instruction,,,,- 0.251 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Flores,,general_instruction,,,,- use smaller english instruction tuning dataset,baseline_note,,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Eng,base,,,,"- 0-shot: 0.031 F1
- 1-shot: 0.043 F1
- 3-shot: 0.023 F1",baseline_note,5 Oct,,,,,,,"https://arxiv.org/pdf/2502.09814
- quite a bit worse than llama 8B and 70B",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Eng,general_instruction,,,,- 0.035 F1,baseline_note,5 Oct,,,,,,,"https://arxiv.org/pdf/2502.09814
- quite a bit worse than llama 8B and 70B",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Eng,monolingual,,,,TODO,baseline_note,5 Oct,,,,,,,"https://arxiv.org/pdf/2502.09814
- quite a bit worse than llama 8B and 70B",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Eng,multilingual,,,,- 0.029 F1,baseline_note,5 Oct,,,,,,,"https://arxiv.org/pdf/2502.09814
- quite a bit worse than llama 8B and 70B",
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Sot,base,,,,"- 0-shot: 0.014 F1
- 1-shot: 0.037 F1
- 3-shot: 0.041 F1",baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Sot,general_instruction,,,,- 0.009 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Sot,monolingual,,,,- 0.009 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Sot,multilingual,,,,- 0.007 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Xho,base,,,,"- 0-shot: 0.008 F1
- 1-shot: 0.037 F1
- 3-shot: 0.041 F1",baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Xho,general_instruction,,,,- 0.006 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Xho,monolingual,,,,- 0.006 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Xho,multilingual,,,,- 0.010 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Zul,base,,,,"- 0-shot: 0.009 F1
- 1-shot: 0.037 F1
- 3-shot: 0.041 F1",baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Zul,general_instruction,,,,- 0.006 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Zul,monolingual,,,,- 0.006 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Injonjo Intent,Zul,multilingual,,,,- 0.007 F1,baseline_note,5 Oct,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Mafand-MT,,general_instruction,,,,- aya instruction tuning dataset,baseline_note,,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Mafand-MT,,general_instruction,,,,- try to use english,baseline_note,,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,Mafand-MT,,general_instruction,,,,- can you write your own custom prompt?,baseline_note,,,,,,,,,
google_sheet,masters_datasets_sheet,https://docs.google.com/spreadsheets/d/1Ph_zVcSuLZy0dUBnDPF4tkLqAfEVCwK9JVybB2_8x6U/edit?usp=sharing,Transformer Results,transformer,transformer_baseline,,MasakhaNER,Tsn,base,,,,"- 0-shot: 0 F1
- 1-shot: 0 F1
- 3-shot: 0 F1",baseline_note,5 Oct,,,,,,,"https://aclanthology.org/2023.findings-acl.357.pdf
- 0.658
- 0.738 (+Awes)
https://arxiv.org/pdf/2311.07978 (promt, not fine-tuning)
- 0.03-0.68 across all decoder only models","- added tokenizer.backend_tokenizer.decoder = ByteLevel() which takes away the unusual characters that mess up ner. Then apply_chat_template = true
- 50 epochs
- trained on v5 template"
